Pathways	Reaction-List	Common-Name	Names	Regulated-By	Primary-Products	Primary-Reactants	Object ID	Super-Pathways	Ontology -  all instances of class	Ontology - all subclasses of class	Ontology - direct instances of class	Ontology - direct parents of entity	Ontology - direct subclasses of class	Ontology - pathway type	Final_pathway	Compounds of pathway	Reactants of pathway	Reactions of pathway
PWY-5059	RXN-20997 // RXN-20996 // RXN-7689 // RXN-7648 // RXN-7647	pinobanksin biosynthesis	pinobanksin biosynthesis				PWY-5059					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	SUC // CPD-6992 // 2-KETOGLUTARATE // OXYGEN-MOLECULE // ADENOSYL-HOMO-CYS // CPD-7028 // S-ADENOSYLMETHIONINE // CPD-6991 // CARBON-DIOXIDE // CO-A // CINNAMOYL-COA // MALONYL-COA // PROTON // Chalcone-Synthase // CPD-6993 // Chalcone-Synthase-Tetraketide	CINNAMOYL-COA // MALONYL-COA // S-ADENOSYLMETHIONINE // 2-KETOGLUTARATE // OXYGEN-MOLECULE	RXN-20997 // RXN-20996 // RXN-7689 // RXN-7648 // RXN-7647
PWY-7150	RXN-13876 // RXN-13846 // RXN-13845 // RXN-13841 // RXN-13840 // RXN-13838 // RXN-13844 // 2.1.1.83-RXN // 2.1.1.82-RXN	polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)	polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)				PWY-7150	PWY-7149				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	3457-TETRAHYDROXY-3-METHOXYFLAVONE // 345-TRIHYDROXY-37-DIMETHOXYFLAVONE // CARBON-DIOXIDE // SUC // CPD-14857 // 2-KETOGLUTARATE // CPD-14852 // WATER // NADP // CPD-10510 // OXYGEN-MOLECULE // NADPH // CPD-14853 // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // CPD-14858 // PROTON // UDP // CPD-14859 // CPD-12575 // CPD-14854	CPD-12575 // S-ADENOSYLMETHIONINE // OXYGEN-MOLECULE // NADPH // 2-KETOGLUTARATE // 3457-TETRAHYDROXY-3-METHOXYFLAVONE	RXN-13876 // RXN-13846 // RXN-13845 // RXN-13841 // RXN-13840 // RXN-13838 // RXN-13844 // 2.1.1.83-RXN // 2.1.1.82-RXN
PWY-7160	RXN-13924 // RXN-13923 // RXN-13922 // RXN-13925 // RXN-13921 // RXN-13918 // RXN-13917 // RXN-13916 // RXN-13915 // RXN-13914 // RXN-13920 // RXN-13919 // RXN-8452 // RXN-13913 // RXN-8451 // RXN-13912 // RXN-13911 // RXN-13910	polymethylated myricetin biosynthesis (tomato)	polymethylated myricetin biosynthesis (tomato)				PWY-7160					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-14934 // MYRICETIN // CPD-14939 // CPD-14940 // CPD-14938 // CPD-8605 // CPD-14935 // CPD-14937 // SYRINGETIN // CPD-14941 // CPD-14936 // CPD-14930 // CPD-14933 // CPD-14942 // CPD-14943 // PROTON // ADENOSYL-HOMO-CYS // CPD-14945 // S-ADENOSYLMETHIONINE // CPD-14944	S-ADENOSYLMETHIONINE // MYRICETIN	RXN-13924 // RXN-13923 // RXN-13922 // RXN-13925 // RXN-13921 // RXN-13918 // RXN-13917 // RXN-13916 // RXN-13915 // RXN-13914 // RXN-13920 // RXN-13919 // RXN-8452 // RXN-13913 // RXN-8451 // RXN-13912 // RXN-13911 // RXN-13910
PWY-5391	RXN-13718 // RXN-525 // RXN-8452 // RXN-8451 // RXN-8450	syringetin biosynthesis	syringetin biosynthesis				PWY-5391	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CARBON-DIOXIDE // SUC // 2-KETOGLUTARATE // MYRICETIN // ADENOSYL-HOMO-CYS // SYRINGETIN // S-ADENOSYLMETHIONINE // CPD-8605 // PROTON // DIHYDROKAEMPFEROL-CMPD // WATER // Ox-NADPH-Hemoprotein-Reductases // CPD-7087 // CPD-474 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases	OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // DIHYDROKAEMPFEROL-CMPD // S-ADENOSYLMETHIONINE // 2-KETOGLUTARATE	RXN-13718 // RXN-525 // RXN-8452 // RXN-8451 // RXN-8450
PWY-7168	RXN-13954 // RXN-13953 // RXN-13952 // RXN-13951 // RXN-13950 // RXN-13949 // RXN-13948 // RXN1F-461	flavonol acylglucoside biosynthesis I - kaempferol derivatives	flavonol acylglucoside biosynthesis I - kaempferol derivatives				PWY-7168					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	UDP // CPD-12575 // CPD1F-90 // CPD-14991 // CPD-14988 // CPD1F-453 // FERULOYL-COA // PROTON // CPD-14982 // CPD-14983 // CPD-14977 // CO-A // CPD-14995 // CPD-14976 // P-COUMAROYL-COA	P-COUMAROYL-COA // FERULOYL-COA // CPD-12575 // CPD1F-90	RXN-13954 // RXN-13953 // RXN-13952 // RXN-13951 // RXN-13950 // RXN-13949 // RXN-13948 // RXN1F-461
PWY-6199	RXN-10244 // RXN-8262 // RXN-10138 // RXN-10132 // RXN-10131 // RXN-10130 // 2.8.2.28-RXN // 2.8.2.27-RXN // 2.8.2.26-RXN // FLAVONOL-3-SULFOTRANSFERASE-RXN	quercetin sulfate biosynthesis	quercetin sulfate biosynthesis // quercetin sulphate biosynthesis				PWY-6199	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-1822 // QUERCETIN-33-BISSULFATE // QUERCETIN-34-BISSULFATE // CPD-10893 // CPD-10894 // QUERCETIN-337-TRISSULFATE // ADENOSYL-HOMO-CYS // CPD-8004 // S-ADENOSYLMETHIONINE // CPD-520 // CPD-11018 // 3-5-ADP // PROTON // CPD-10900 // PAPS	PAPS // S-ADENOSYLMETHIONINE // CPD-520	RXN-10244 // RXN-8262 // RXN-10138 // RXN-10132 // RXN-10131 // RXN-10130 // 2.8.2.28-RXN // 2.8.2.27-RXN // 2.8.2.26-RXN // FLAVONOL-3-SULFOTRANSFERASE-RXN
PWY-7137	RXN1F-462 // RXN-13799 // RXN-13798 // RXN-13797	quercetin gentiotetraside biosynthesis	quercetin gentiotetraside biosynthesis				PWY-7137					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-14820 // CPD-14822 // CPD-14821 // PROTON // CPD1F-437 // UDP // CPD-12575 // CPD-520	CPD-12575 // CPD-520	RXN1F-462 // RXN-13799 // RXN-13798 // RXN-13797
PWY-7448	RXN-15320 // RXN-15319 // RXN-15318 // GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN	galloylated catechin biosynthesis	galloylated catechin biosynthesis				PWY-7448					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	UDP // CPD-12575 // CPD-183 // CPD-10411 // CPD-16531 // CPD-15291 // Glucopyranose // CPD-16530 // 1-O-GALLOYL-BETA-D-GLUCOSE // CPD-7630	CPD-7630 // CPD-10411 // CPD-12575 // CPD-183	RXN-15320 // RXN-15319 // RXN-15318 // GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN
PWY-3101	RXN-8450 // RXN-13718 // RXN-7782 // RXN-12510 // RXN1F-93 // RXN-527 // RXN-525	flavonol biosynthesis	flavonol biosynthesis				PWY-3101	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-520 // CPD1F-90 // PROTON // DIHYDROKAEMPFEROL-CMPD // Ox-NADPH-Hemoprotein-Reductases // CPD-474 // Red-NADPH-Hemoprotein-Reductases // WATER // CARBON-DIOXIDE // SUC // MYRICETIN // CPD-7087 // 2-KETOGLUTARATE // OXYGEN-MOLECULE	2-KETOGLUTARATE // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // DIHYDROKAEMPFEROL-CMPD	RXN-8450 // RXN-13718 // RXN-7782 // RXN-12510 // RXN1F-93 // RXN-527 // RXN-525
PWY-5321	RXN-14000 // RXN-14012 // RXN-13797 // RXN-14011 // RXNQT-4161 // RXNQT-4162 // RXN-8271 // RXN-8268 // RXN-8267 // RXN-8265 // RXN-8264 // RXN1F-462	quercetin glycoside biosynthesis (Arabidopsis)	quercetin glycoside biosynthesis (Arabidopsis)				PWY-5321	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-8006 // CPD-8009 // CPD-520 // CPD-8011 // CPD-8033 // CPDQT-26 // CPD-8013 // CPD-5521 // CPD-15021 // PROTON // CPD-15024 // UDP-L-RHAMNOSE // CPD-14820 // UDP // CPD-14849 // CPD-12575 // CPD1F-437	CPD-12575 // UDP-L-RHAMNOSE // CPD-520	RXN-14000 // RXN-14012 // RXN-13797 // RXN-14011 // RXNQT-4161 // RXNQT-4162 // RXN-8271 // RXN-8268 // RXN-8267 // RXN-8265 // RXN-8264 // RXN1F-462
PWY-5390	RXN1F-462 // RXN-527 // RXN-8449	rutin biosynthesis	rutin biosynthesis				PWY-5390	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	RUTIN // UDP-L-RHAMNOSE // WATER // CARBON-DIOXIDE // SUC // CPD-474 // 2-KETOGLUTARATE // OXYGEN-MOLECULE // PROTON // CPD1F-437 // UDP // CPD-12575 // CPD-520	CPD-12575 // CPD-474 // 2-KETOGLUTARATE // OXYGEN-MOLECULE // UDP-L-RHAMNOSE	RXN1F-462 // RXN-527 // RXN-8449
PWY-7166	RXN-13943 // RXN-13942 // RXN-13941 // 2.1.1.155-RXN	kaempferide triglycoside biosynthesis	kaempferide triglycoside biosynthesis				PWY-7166					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // CPD1F-90 // CPD-7252 // UDP-L-RHAMNOSE // CPD-14961 // PROTON // UDP // CPD-14960 // CPD-12575 // CPD-14962	CPD-12575 // UDP-L-RHAMNOSE // S-ADENOSYLMETHIONINE // CPD1F-90	RXN-13943 // RXN-13942 // RXN-13941 // 2.1.1.155-RXN
PWY-6064	RXN-8262 // QUERCETIN-3-O-METHYLTRANSFERASE-RXN	methylquercetin biosynthesis	methylquercetin biosynthesis				PWY-6064	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	3457-TETRAHYDROXY-3-METHOXYFLAVONE // ADENOSYL-HOMO-CYS // CPD-8004 // PROTON // S-ADENOSYLMETHIONINE // CPD-520	S-ADENOSYLMETHIONINE // CPD-520	RXN-8262 // QUERCETIN-3-O-METHYLTRANSFERASE-RXN
PWY-7172	RXN-13988 // RXN-13987 // RXN-13986 // RXN-13985 // RXN-13984 // RXN-13983 // RXN1F-462	flavonol acylglucoside biosynthesis III - quercetin derivatives	flavonol acylglucoside biosynthesis III - quercetin derivatives				PWY-7172					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	UDP // CPD-12575 // CPD-520 // CPD-14992 // CPD-14989 // CPD1F-437 // FERULOYL-COA // PROTON // CPD-14984 // CPD-14978 // CO-A // CPD-14986 // CPD-14979 // P-COUMAROYL-COA	P-COUMAROYL-COA // FERULOYL-COA // CPD-12575 // CPD-520	RXN-13988 // RXN-13987 // RXN-13986 // RXN-13985 // RXN-13984 // RXN-13983 // RXN1F-462
PWY-7192	RXN-14110 // RXN-14109	quercetin diglycoside biosynthesis (pollen-specific)	quercetin diglycoside biosynthesis (pollen-specific)				PWY-7192					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	PROTON // CPD-14553 // CPD-520 // UDP // CPD-15106 // CPD-12575 // CPD-13509	CPD-12575 // CPD-14553 // CPD-520	RXN-14110 // RXN-14109
PWY-7143	RXN-13830 // RXN1F-461	kaempferol gentiobioside biosynthesis	kaempferol gentiobioside biosynthesis				PWY-7143					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	PROTON // CPD1F-90 // UDP // CPD-14847 // CPD-12575 // CPD1F-453	CPD-12575 // CPD1F-90	RXN-13830 // RXN1F-461
PWY-7995	RXN-19652 // RXN-12616 // RXN66-587 // RXN-7650 // RXN-11583	tricin biosynthesis	tricin biosynthesis				PWY-7995					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-12572 // NARINGENIN-CMPD // CPD-431 // PROTON // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // 5734-TETRAHYDROXYFLAVONE // WATER // Ox-NADPH-Hemoprotein-Reductases // CPD-12571 // 574-TRIHYDROXY-3-METHOXYFLAVONE // Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE	Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE // S-ADENOSYLMETHIONINE // NARINGENIN-CMPD	RXN-19652 // RXN-12616 // RXN66-587 // RXN-7650 // RXN-11583
PWY-5320	RXN-14009 // RXN-8289 // RXN-14008 // RXN-13830 // RXN-8270 // RXN-8266 // RXN-8263 // RXN1F-475 // RXN1F-474 // RXN1F-443 // RXN1F-461	kaempferol glycoside biosynthesis (Arabidopsis)	kaempferol glycoside biosynthesis (Arabidopsis)				PWY-5320	PWY-6266				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD1F-420 // CPD1F-462 // CPD-8007 // CPD1F-90 // CPD-8012 // CPD1F-461 // CPD-8034 // CPD1F-431 // CPD-14847 // PROTON // CPD-12575 // CPD1F-453 // UDP // CPD-15023 // UDP-L-RHAMNOSE // CPD-8067	UDP-L-RHAMNOSE // CPD-12575 // CPD1F-90	RXN-14009 // RXN-8289 // RXN-14008 // RXN-13830 // RXN-8270 // RXN-8266 // RXN-8263 // RXN1F-475 // RXN1F-474 // RXN1F-443 // RXN1F-461
PWY-7151	RXN-13878 // RXN-13877 // RXN-13875 // RXN-13874 // RXN-13855 // RXN-13851 // RXN-13850 // RXN-13849 // RXN-13848 // RXN-13847 // RXN-13843 // RXN-13842 // RXN-9817 // RXN-9815 // 2.1.1.84-RXN // RXN-13839	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)				PWY-7151	PWY-7149				FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CARBON-DIOXIDE // SUC // 345-TRIHYDROXY-37-DIMETHOXYFLAVONE // 2-KETOGLUTARATE // CPD-10529 // CPD-10520 // CPD-10527 // CPD-14860 // WATER // NADP // OXYGEN-MOLECULE // NADPH // CPD-14862 // CPD-14863 // 345-TRIHYDROXY-367-TRIMETHOXYFLAVO // CPD-14886 // CPD-14857 // CPD-14887 // CPD-14856 // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // CPD-14861 // PROTON // UDP // CPD-14864 // CPD-12575 // CPD-14888	CPD-12575 // S-ADENOSYLMETHIONINE // OXYGEN-MOLECULE // NADPH // 345-TRIHYDROXY-37-DIMETHOXYFLAVONE // 2-KETOGLUTARATE	RXN-13878 // RXN-13877 // RXN-13875 // RXN-13874 // RXN-13855 // RXN-13851 // RXN-13850 // RXN-13849 // RXN-13848 // RXN-13847 // RXN-13843 // RXN-13842 // RXN-9817 // RXN-9815 // 2.1.1.84-RXN // RXN-13839
PWY-5363	RXN-8379	chrysin biosynthesis	chrysin biosynthesis				PWY-5363					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CARBON-DIOXIDE // WATER // SUC // CPD-8184 // CPD-6991 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	CPD-6991 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	RXN-8379
PWY-7163	RXN-13937 // RXN-13936 // RXN-13935 // 2.1.1.155-RXN	polymethylated kaempferol biosynthesis	polymethylated kaempferol biosynthesis				PWY-7163					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	PROTON // CPD-14950 // CPD1F-90 // CPD-14951 // ADENOSYL-HOMO-CYS // CPD-14952 // S-ADENOSYLMETHIONINE // CPD-7252	S-ADENOSYLMETHIONINE // CPD1F-90	RXN-13937 // RXN-13936 // RXN-13935 // 2.1.1.155-RXN
PWY-7171	RXN-13982 // RXN-13981 // RXN-13980 // RXN-13979 // RXN-13978 // RXN-13977 // RXN-13976	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives				PWY-7171					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	UDP // CPD-12575 // CPD-8004 // CPD-14993 // CPD-14990 // CPD-14969 // FERULOYL-COA // CPD-14987 // CPD-14980 // CO-A // CPD-14985 // CPD-14981 // P-COUMAROYL-COA	P-COUMAROYL-COA // FERULOYL-COA // CPD-12575 // CPD-8004	RXN-13982 // RXN-13981 // RXN-13980 // RXN-13979 // RXN-13978 // RXN-13977 // RXN-13976
PWY-6631	RXN-11583 // RXN-11582	tricetin methylation	tricetin methylation				PWY-6631					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-12570 // CPD-12572 // ADENOSYL-HOMO-CYS // PROTON // S-ADENOSYLMETHIONINE // CPD-12571	S-ADENOSYLMETHIONINE // CPD-12570	RXN-11583 // RXN-11582
PWY-7191	RXN-14108 // 2.4.1.234-RXN	kaempferol diglycoside biosynthesis (pollen-specific)	kaempferol diglycoside biosynthesis (pollen-specific)				PWY-7191					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-14553 // CPD1F-90 // PROTON // UDP // CPD-15105 // CPD-12575 // CPD-7260	CPD-12575 // CPD-14553 // CPD1F-90	RXN-14108 // 2.4.1.234-RXN
PWY-7140	RXN-13823 // RXN-13822	myricetin gentiobioside biosynthesis	myricetin gentiobioside biosynthesis				PWY-7140					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	MYRICETIN // PROTON // UDP // CPD-14844 // CPD-12575 // CPD-14843	CPD-12575 // MYRICETIN	RXN-13823 // RXN-13822
PWY-7495	2.1.1.88-RXN // RXN-15523 // RXN-15522	gossypetin metabolism	gossypetin metabolism				PWY-7495					FLAVONOL-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	WATER // NADP // CPD-520 // NADPH // OXYGEN-MOLECULE // UDP // CPD-16762 // CPD-12575 // 33457-PENTAHYDROXY-8-METHOXYFLAVON // ADENOSYL-HOMO-CYS // PROTON // S-ADENOSYLMETHIONINE // 334578-HEXAHYDROXYFLAVONE	S-ADENOSYLMETHIONINE // CPD-12575 // CPD-520 // NADPH // OXYGEN-MOLECULE	2.1.1.88-RXN // RXN-15523 // RXN-15522
PWY-4922	RXN-7404 // 6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN // RXN-7405	6-methoxymellein biosynthesis	6-methoxymellein biosynthesis				PWY-4922					COUMARIN-PHYTOALEXINS // COUMARIN-SYN // POLYKETIDE-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	WATER // NADP // NADPH // 6-METHOXYMELLEIN // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // 6-HYDROXYMELLEIN // CARBON-DIOXIDE // CO-A // CPD-6862 // PROTON // ACETYL-COA // MALONYL-COA	ACETYL-COA // MALONYL-COA // S-ADENOSYLMETHIONINE // NADPH	RXN-7404 // 6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN // RXN-7405
PWY-5034	1.14.13.79-RXN // RXN1F-160 // RXN1F-161 // 1.14.13.78-RXN // RXN-5242 // RXN-7580	gibberellin A<sub>12</sub> biosynthesis	gibberellin A<sub>12</sub> biosynthesis // GA<sub>12</sub> biosynthesis				PWY-5034	PWY-5053				GIBBERELLIN-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	ENT-KAUR-16-EN-19-AL // ENT-KAUR-16-EN-19-OL // CPD1F-128 // PROTON // CPD1F-95 // CPD1F-138 // Ox-NADPH-Hemoprotein-Reductases // WATER // CPD1F-136 // CPD1F-132 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases	OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // CPD1F-128	1.14.13.79-RXN // RXN1F-160 // RXN1F-161 // 1.14.13.78-RXN // RXN-5242 // RXN-7580
PWY-6653	RXN-11779 // RXN-11778	<i>ent</i> -kaurene biosynthesis II	<i>ent</i> -kaurene biosynthesis II // <i>ent</i> -kaurene biosynthesis in bryophyta // <i>ent</i> -kaurene biosynthesis in fungi				PWY-6653					GIBBERELLIN-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD1F-128 // PPI // CPD-11669 // GERANYLGERANYL-PP // WATER	GERANYLGERANYL-PP // WATER	RXN-11779 // RXN-11778
PWY-5032	4.2.3.19-RXN // 5.5.1.13-RXN	<i>ent</i>-kaurene biosynthesis I	<i>ent</i>-kaurene biosynthesis I				PWY-5032	PWY-5053 // PWY-6887				GIBBERELLIN-SYN		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	GERANYLGERANYL-PP // CPD1F-128 // PPI // ENT-COPALYL-DIPHOSPHATE	GERANYLGERANYL-PP	4.2.3.19-RXN // 5.5.1.13-RXN
PWY-5036	RXN-7591 // RXN-7590 // RXN-6522 // RXN-7589 // RXN-6544	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)				PWY-5036	PWY-5052				GIBBERELLINS-BIOSYNTHESIS		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD1F-95 // CPD-6228 // CPD1F-97 // WATER // CPD-6202 // NADPH // CARBON-DIOXIDE // SUC // CPD1F-137 // CPD-6201 // OXYGEN-MOLECULE // 2-KETOGLUTARATE // NADP	OXYGEN-MOLECULE // 2-KETOGLUTARATE // NADP // CPD1F-97 // CPD1F-95	RXN-7591 // RXN-7590 // RXN-6522 // RXN-7589 // RXN-6544
PWY-7232	RXN-14327 // RXN-14318 // RXN-14317	gibberellin biosynthesis V	gibberellin biosynthesis V // GA3 and GA6 biosynthesis (plants)				PWY-7232	PWY-5052				GIBBERELLINS-BIOSYNTHESIS		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	Acceptor // WATER // CPD1F-140 // Donor-H2 // GIBBERELLIN // CARBON-DIOXIDE // SUC // CPD-15218 // CPD-15217 // OXYGEN-MOLECULE // 2-KETOGLUTARATE	OXYGEN-MOLECULE // 2-KETOGLUTARATE // CPD1F-140 // Donor-H2	RXN-14327 // RXN-14318 // RXN-14317
PWY-5035	RXN-6524 // RXN1F-170 // RXN1F-101 // RXN1F-169 // RXN1F-168 // RXN1F-143 // RXN1F-167	gibberellin biosynthesis III (early C-13 hydroxylation)	gibberellin biosynthesis III (early C-13 hydroxylation)				PWY-5035	PWY-5052				GIBBERELLINS-BIOSYNTHESIS		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	Ox-NADPH-Hemoprotein-Reductases // CPD-695 // CPD1F-95 // Red-NADPH-Hemoprotein-Reductases // CPD1F-86 // CPD1F-96 // CPD1F-139 // CPD1F-140 // WATER // CARBON-DIOXIDE // SUC // CPD-6203 // PROTON // CPD-10332 // 2-KETOGLUTARATE // OXYGEN-MOLECULE	2-KETOGLUTARATE // OXYGEN-MOLECULE // CPD1F-95 // Red-NADPH-Hemoprotein-Reductases	RXN-6524 // RXN1F-170 // RXN1F-101 // RXN1F-169 // RXN1F-168 // RXN1F-143 // RXN1F-167
PWY-5070	RXN1F-165 // RXN-6541 // RXN1F-99 // RXN-6523 // RXN1F-164 // RXN1F-163 // RXN1F-162	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation) // gibberellin biosynthesis I (late C-3 hydroxylation) // gibberellin biosynthesis I (late C-13 hydroxylation)"				PWY-5070	PWY-5052				GIBBERELLINS-BIOSYNTHESIS		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD1F-95 // WATER // CPD1F-97 // CPD-6201 // PROTON // CPD1F-120 // CPD-6221 // CPD1F-84 // CARBON-DIOXIDE // SUC // CPD1F-137 // CPD1F-134 // 2-KETOGLUTARATE // OXYGEN-MOLECULE	2-KETOGLUTARATE // OXYGEN-MOLECULE // CPD1F-95	RXN1F-165 // RXN-6541 // RXN1F-99 // RXN-6523 // RXN1F-164 // RXN1F-163 // RXN1F-162
PWY-5047	1.14.13.78-RXN // RXN-5242 // RXN-7580 // 1.14.13.79-RXN // RXN1F-160 // RXN1F-166 // RXN-7625 // RXN-7634 // RXN-7624 // RXN1F-161 // RXN-7621 // RXN-6545 // RXN-7617 // RXN-7619 // RXN-6549	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>) // GA<sub>3</sub> biosynthesis				PWY-5047					GIBBERELLINS-BIOSYNTHESIS		SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS	CPD-6228 // CPD-6227 // GIBBERELLIN // CPD-6975 // CARBON-DIOXIDE // CPD1F-95 // CPD-6984 // Acceptor // CPD-6983 // CPD1F-134 // Donor-H2 // CPD1F-139 // CPD1F-137 // CPD1F-138 // CPD1F-136 // PROTON // CPD1F-132 // ENT-KAUR-16-EN-19-AL // Ox-NADPH-Hemoprotein-Reductases // WATER // ENT-KAUR-16-EN-19-OL // CPD1F-128 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases	CPD1F-128 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // Donor-H2	1.14.13.78-RXN // RXN-5242 // RXN-7580 // 1.14.13.79-RXN // RXN1F-160 // RXN1F-166 // RXN-7625 // RXN-7634 // RXN-7624 // RXN1F-161 // RXN-7621 // RXN-6545 // RXN-7617 // RXN-7619 // RXN-6549
